influencer_id,influencer_size_category,followers_count,avg_reach,avg_impressions,engagement_rate,avg_engagements_per_post,audience_gender_split,audience_age_split,audience_country_top3,audience_city_top3,follower_growth_rate
292,micro,69478,35598,60161,0.0747,5190,"{'male': 58.62, 'female': 41.38}","{'13-17': 14.62, '18-24': 17.54, '25-34': 23.39, '35-44': 22.22, '45-54': 17.54, '55+': 4.68}","{'UAE': 29.9, 'Germany': 28.87, 'UK': 27.84}","{'Chennai': 22.41, 'Mumbai': 20.11, 'Delhi': 16.09}",0.151
293,nano,7086,3599,6663,0.1433,1015,"{'male': 69.57, 'female': 30.43}","{'13-17': 20.67, '18-24': 18.99, '25-34': 15.08, '35-44': 10.61, '45-54': 15.08, '55+': 19.55}","{'USA': 37.76, 'Germany': 28.57, 'India': 21.43}","{'Bangalore': 22.35, 'Chennai': 19.41, 'Delhi': 13.53}",-0.024
294,mid,147724,64235,72022,0.0663,9794,"{'male': 28.0, 'female': 72.0}","{'13-17': 26.04, '18-24': 7.29, '25-34': 21.88, '35-44': 9.38, '45-54': 19.79, '55+': 15.62}","{'UAE': 25.66, 'Germany': 23.01, 'UK': 18.58}","{'Delhi': 18.45, 'Chennai': 17.48, 'New York': 16.02}",0.162
295,nano,2678,1548,1704,0.105,281,"{'male': 74.47, 'female': 25.53}","{'13-17': 15.97, '18-24': 4.2, '25-34': 13.45, '35-44': 27.73, '45-54': 11.76, '55+': 26.89}","{'India': 34.23, 'Germany': 25.23, 'UAE': 16.22}","{'Hyderabad': 18.35, 'Chennai': 15.6, 'New York': 15.6}",0.134
296,nano,9869,5704,9841,0.0983,970,"{'male': 29.63, 'female': 70.37}","{'13-17': 20.12, '18-24': 24.39, '25-34': 3.66, '35-44': 14.63, '45-54': 23.17, '55+': 14.02}","{'India': 27.43, 'UAE': 23.89, 'USA': 21.24}","{'Hyderabad': 20.0, 'Bangalore': 19.49, 'Kolkata': 14.36}",-0.02
297,micro,46288,20432,39880,0.0521,2411,"{'male': 40.91, 'female': 59.09}","{'13-17': 30.61, '18-24': 6.12, '25-34': 39.8, '35-44': 8.16, '45-54': 6.12, '55+': 9.18}","{'Germany': 36.19, 'USA': 27.62, 'UK': 21.9}","{'Chennai': 17.89, 'Mumbai': 17.37, 'Delhi': 17.37}",0.11
298,mid,412747,207466,237891,0.0356,14693,"{'male': 56.45, 'female': 43.55}","{'13-17': 16.88, '18-24': 18.75, '25-34': 24.38, '35-44': 8.12, '45-54': 8.12, '55+': 23.75}","{'UK': 30.38, 'USA': 22.78, 'India': 20.25}","{'Mumbai': 23.53, 'Delhi': 19.41, 'Kolkata': 17.65}",0.144
299,mid,455651,197924,330713,0.0418,19046,"{'male': 46.67, 'female': 53.33}","{'13-17': 21.51, '18-24': 12.79, '25-34': 19.19, '35-44': 18.02, '45-54': 6.4, '55+': 22.09}","{'UK': 29.0, 'Germany': 26.0, 'UAE': 20.0}","{'Bangalore': 20.44, 'Delhi': 17.68, 'Hyderabad': 12.71}",0.104
300,mid,225265,125896,180411,0.0622,14011,"{'male': 57.81, 'female': 42.19}","{'13-17': 10.14, '18-24': 18.84, '25-34': 17.39, '35-44': 10.87, '45-54': 23.19, '55+': 19.57}","{'UK': 25.17, 'India': 23.13, 'USA': 21.09}","{'Hyderabad': 22.35, 'Mumbai': 20.0, 'Bangalore': 12.94}",0.122
301,micro,14024,5796,8026,0.0809,1134,"{'male': 17.14, 'female': 82.86}","{'13-17': 18.18, '18-24': 35.35, '25-34': 10.1, '35-44': 21.21, '45-54': 10.1, '55+': 5.05}","{'Germany': 29.32, 'UK': 23.31, 'India': 18.8}","{'Delhi': 35.45, 'Hyderabad': 13.64, 'Kolkata': 12.73}",0.001
302,mid,244403,127564,207954,0.0305,7454,"{'male': 31.82, 'female': 68.18}","{'13-17': 17.42, '18-24': 14.39, '25-34': 12.88, '35-44': 21.97, '45-54': 17.42, '55+': 15.91}","{'UAE': 33.64, 'UK': 26.17, 'USA': 15.89}","{'Delhi': 18.88, 'Chennai': 15.31, 'Mumbai': 14.8}",-0.047
303,mid,293947,167770,240668,0.0299,8789,"{'male': 45.31, 'female': 54.69}","{'13-17': 30.63, '18-24': 17.12, '25-34': 13.51, '35-44': 9.01, '45-54': 7.21, '55+': 22.52}","{'USA': 27.54, 'UK': 23.19, 'UAE': 19.57}","{'Kolkata': 18.65, 'New York': 18.13, 'Hyderabad': 16.58}",0.061
304,macro,518232,212963,259350,0.033,17101,"{'male': 54.17, 'female': 45.83}","{'13-17': 10.42, '18-24': 5.21, '25-34': 33.33, '35-44': 12.5, '45-54': 13.54, '55+': 25.0}","{'Germany': 29.84, 'UAE': 27.42, 'India': 21.77}","{'Mumbai': 25.74, 'London': 22.79, 'Bangalore': 10.29}",0.076
305,micro,69170,40343,54542,0.0891,6163,"{'male': 25.0, 'female': 75.0}","{'13-17': 17.99, '18-24': 19.42, '25-34': 3.6, '35-44': 11.51, '45-54': 22.3, '55+': 25.18}","{'USA': 27.73, 'India': 26.05, 'Germany': 26.05}","{'Delhi': 18.18, 'New York': 16.53, 'Hyderabad': 14.88}",0.173
306,micro,87941,38961,68010,0.0913,8029,"{'male': 37.93, 'female': 62.07}","{'13-17': 22.58, '18-24': 7.26, '25-34': 31.45, '35-44': 29.03, '45-54': 4.03, '55+': 5.65}","{'USA': 30.47, 'Germany': 28.91, 'UK': 27.34}","{'Mumbai': 22.22, 'Bangalore': 17.78, 'Delhi': 12.22}",-0.018
307,nano,9773,4247,8283,0.0647,632,"{'male': 54.9, 'female': 45.1}","{'13-17': 3.42, '18-24': 3.42, '25-34': 23.97, '35-44': 19.18, '45-54': 22.6, '55+': 27.4}","{'UAE': 30.89, 'Germany': 26.83, 'USA': 17.89}","{'Bangalore': 19.9, 'Kolkata': 19.37, 'New York': 13.09}",0.197
308,micro,71138,32689,33212,0.0645,4588,"{'male': 47.54, 'female': 52.46}","{'13-17': 10.29, '18-24': 10.29, '25-34': 20.59, '35-44': 13.24, '45-54': 33.82, '55+': 11.76}","{'India': 26.37, 'USA': 21.98, 'UK': 21.98}","{'London': 20.13, 'Bangalore': 18.24, 'New York': 15.72}",0.097
309,mid,468735,245984,278539,0.0304,14249,"{'male': 34.48, 'female': 65.52}","{'13-17': 24.52, '18-24': 18.71, '25-34': 7.1, '35-44': 12.9, '45-54': 18.71, '55+': 18.06}","{'USA': 27.36, 'UAE': 21.7, 'UK': 18.87}","{'Delhi': 22.16, 'Hyderabad': 17.05, 'Mumbai': 13.07}",0.189
310,macro,663759,364255,573276,0.0308,20443,"{'male': 28.95, 'female': 71.05}","{'13-17': 15.43, '18-24': 24.07, '25-34': 5.56, '35-44': 24.07, '45-54': 22.22, '55+': 8.64}","{'UAE': 32.14, 'USA': 29.76, 'UK': 15.48}","{'Chennai': 17.68, 'Bangalore': 17.13, 'New York': 14.36}",-0.016
311,nano,4969,2460,4367,0.0801,398,"{'male': 67.27, 'female': 32.73}","{'13-17': 15.46, '18-24': 13.4, '25-34': 12.37, '35-44': 24.74, '45-54': 17.53, '55+': 16.49}","{'USA': 30.16, 'UK': 29.37, 'India': 23.02}","{'Chennai': 19.21, 'London': 17.73, 'Bangalore': 13.79}",0.042
312,micro,33905,18754,26978,0.0354,1200,"{'male': 25.58, 'female': 74.42}","{'13-17': 7.69, '18-24': 18.59, '25-34': 21.79, '35-44': 12.18, '45-54': 15.38, '55+': 24.36}","{'Germany': 30.39, 'India': 28.43, 'USA': 16.67}","{'Hyderabad': 20.61, 'London': 20.61, 'Bangalore': 16.97}",0.044
313,mid,495299,204216,242113,0.0486,24071,"{'male': 60.0, 'female': 40.0}","{'13-17': 25.64, '18-24': 18.59, '25-34': 5.13, '35-44': 20.51, '45-54': 4.49, '55+': 25.64}","{'UK': 33.63, 'USA': 21.24, 'UAE': 19.47}","{'Kolkata': 20.65, 'Bangalore': 20.11, 'Delhi': 16.3}",0.186
314,macro,554307,270297,492374,0.0267,14799,"{'male': 73.68, 'female': 26.32}","{'13-17': 18.18, '18-24': 20.78, '25-34': 7.14, '35-44': 24.68, '45-54': 12.34, '55+': 16.88}","{'Germany': 26.52, 'India': 25.0, 'USA': 21.97}","{'Delhi': 18.78, 'Hyderabad': 17.68, 'Kolkata': 17.68}",0.09
315,mid,118478,48778,75578,0.0561,6646,"{'male': 53.85, 'female': 46.15}","{'13-17': 8.13, '18-24': 24.39, '25-34': 9.76, '35-44': 10.57, '45-54': 26.83, '55+': 20.33}","{'USA': 37.89, 'Germany': 20.0, 'India': 17.89}","{'Delhi': 16.45, 'Mumbai': 15.58, 'Bangalore': 15.15}",-0.047
316,mid,248720,147456,252754,0.069,17161,"{'male': 31.91, 'female': 68.09}","{'13-17': 23.85, '18-24': 9.23, '25-34': 17.69, '35-44': 10.77, '45-54': 13.08, '55+': 25.38}","{'USA': 23.97, 'Germany': 23.29, 'UAE': 21.92}","{'Kolkata': 21.52, 'London': 20.89, 'Mumbai': 17.72}",0.014
317,micro,51485,23557,44235,0.0767,3948,"{'male': 33.33, 'female': 66.67}","{'13-17': 18.98, '18-24': 3.65, '25-34': 26.28, '35-44': 29.2, '45-54': 3.65, '55+': 18.25}","{'India': 28.37, 'UAE': 22.7, 'USA': 20.57}","{'Hyderabad': 19.89, 'Bangalore': 18.78, 'Delhi': 17.13}",-0.039
318,nano,2952,1676,2983,0.1003,296,"{'male': 23.68, 'female': 76.32}","{'13-17': 15.75, '18-24': 14.96, '25-34': 11.81, '35-44': 7.09, '45-54': 28.35, '55+': 22.05}","{'India': 37.23, 'UK': 20.21, 'UAE': 17.02}","{'Bangalore': 19.32, 'Mumbai': 17.39, 'New York': 13.04}",0.046
319,mid,126667,52524,60798,0.0347,4395,"{'male': 55.0, 'female': 45.0}","{'13-17': 11.7, '18-24': 29.79, '25-34': 26.6, '35-44': 5.32, '45-54': 5.32, '55+': 21.28}","{'UAE': 33.33, 'UK': 25.93, 'Germany': 24.07}","{'Delhi': 18.18, 'Hyderabad': 17.73, 'London': 16.82}",-0.012
320,micro,45607,24492,36723,0.0488,2225,"{'male': 65.22, 'female': 34.78}","{'13-17': 12.1, '18-24': 23.39, '25-34': 22.58, '35-44': 17.74, '45-54': 12.9, '55+': 11.29}","{'India': 34.26, 'Germany': 32.41, 'UK': 12.96}","{'Kolkata': 20.11, 'Bangalore': 19.58, 'Chennai': 14.29}",0.135
321,micro,88398,44288,50769,0.0794,7018,"{'male': 27.03, 'female': 72.97}","{'13-17': 5.84, '18-24': 27.74, '25-34': 26.28, '35-44': 18.98, '45-54': 15.33, '55+': 5.84}","{'UAE': 25.71, 'UK': 24.29, 'India': 21.43}","{'Mumbai': 22.35, 'Delhi': 20.11, 'Hyderabad': 17.88}",0.139
322,mid,148455,63554,82812,0.0207,3073,"{'male': 65.52, 'female': 34.48}","{'13-17': 24.81, '18-24': 22.56, '25-34': 14.29, '35-44': 6.02, '45-54': 12.03, '55+': 20.3}","{'Germany': 36.47, 'India': 23.53, 'USA': 20.0}","{'Chennai': 16.06, 'London': 16.06, 'Delhi': 15.26}",-0.04
323,mega,2542725,1023485,1295707,0.0255,64839,"{'male': 61.54, 'female': 38.46}","{'13-17': 29.03, '18-24': 10.48, '25-34': 20.16, '35-44': 15.32, '45-54': 8.06, '55+': 16.94}","{'Germany': 45.78, 'UK': 18.07, 'UAE': 16.87}","{'New York': 19.66, 'Delhi': 19.1, 'Mumbai': 14.61}",-0.007
324,micro,98562,57105,106812,0.0627,6179,"{'male': 57.63, 'female': 42.37}","{'13-17': 17.16, '18-24': 23.67, '25-34': 7.1, '35-44': 18.93, '45-54': 14.79, '55+': 18.34}","{'Germany': 35.0, 'India': 23.0, 'UK': 19.0}","{'New York': 15.87, 'Delhi': 14.9, 'Mumbai': 13.94}",-0.026
325,macro,739157,348364,427593,0.0405,29935,"{'male': 55.22, 'female': 44.78}","{'13-17': 15.38, '18-24': 22.38, '25-34': 18.88, '35-44': 25.17, '45-54': 9.09, '55+': 9.09}","{'UAE': 37.04, 'UK': 24.07, 'India': 20.37}","{'Bangalore': 24.67, 'Hyderabad': 23.33, 'Delhi': 14.67}",0.024
326,nano,9020,3916,5007,0.0966,871,"{'male': 65.62, 'female': 34.38}","{'13-17': 20.81, '18-24': 12.14, '25-34': 19.65, '35-44': 17.34, '45-54': 18.5, '55+': 11.56}","{'USA': 30.83, 'Germany': 25.83, 'UK': 20.83}","{'New York': 20.36, 'Kolkata': 17.37, 'Mumbai': 15.57}",0.166
327,micro,11816,5965,6117,0.083,980,"{'male': 29.09, 'female': 70.91}","{'13-17': 4.44, '18-24': 27.41, '25-34': 28.89, '35-44': 8.89, '45-54': 8.15, '55+': 22.22}","{'India': 31.25, 'Germany': 23.21, 'UK': 18.75}","{'London': 25.49, 'Delhi': 15.69, 'Mumbai': 13.07}",-0.041
328,macro,795525,474866,836336,0.0139,11057,"{'male': 28.57, 'female': 71.43}","{'13-17': 18.79, '18-24': 19.46, '25-34': 5.37, '35-44': 24.16, '45-54': 23.49, '55+': 8.72}","{'UAE': 28.7, 'USA': 25.0, 'UK': 21.3}","{'Mumbai': 16.39, 'Chennai': 15.97, 'London': 14.71}",0.172
329,micro,91703,45524,64809,0.0997,9142,"{'male': 52.0, 'female': 48.0}","{'13-17': 30.36, '18-24': 11.61, '25-34': 25.0, '35-44': 6.25, '45-54': 22.32, '55+': 4.46}","{'USA': 26.17, 'UAE': 26.17, 'UK': 18.79}","{'Mumbai': 23.39, 'Chennai': 21.05, 'London': 10.53}",0.164
330,nano,3039,1821,1939,0.0732,222,"{'male': 71.43, 'female': 28.57}","{'13-17': 7.14, '18-24': 27.78, '25-34': 17.46, '35-44': 31.75, '45-54': 6.35, '55+': 9.52}","{'Germany': 25.97, 'India': 22.08, 'UK': 22.08}","{'Kolkata': 25.0, 'Chennai': 18.42, 'Mumbai': 15.13}",-0.007
331,micro,53866,27873,36764,0.07,3770,"{'male': 59.68, 'female': 40.32}","{'13-17': 25.23, '18-24': 8.41, '25-34': 24.3, '35-44': 13.08, '45-54': 8.41, '55+': 20.56}","{'UK': 28.69, 'USA': 27.05, 'UAE': 25.41}","{'London': 21.79, 'Hyderabad': 20.67, 'Mumbai': 16.76}",0.025
332,mid,384462,209015,267251,0.0296,11380,"{'male': 35.59, 'female': 64.41}","{'13-17': 29.63, '18-24': 14.81, '25-34': 11.11, '35-44': 5.19, '45-54': 12.59, '55+': 26.67}","{'UK': 27.2, 'India': 24.8, 'Germany': 23.2}","{'Hyderabad': 20.0, 'Delhi': 15.68, 'Kolkata': 14.59}",-0.004
333,macro,954482,384961,458792,0.0368,35124,"{'male': 44.0, 'female': 56.0}","{'13-17': 27.68, '18-24': 5.36, '25-34': 23.21, '35-44': 16.96, '45-54': 4.46, '55+': 22.32}","{'India': 26.0, 'UK': 26.0, 'Germany': 23.33}","{'Delhi': 22.5, 'Hyderabad': 16.25, 'Kolkata': 13.12}",0.125
334,micro,98845,40559,45193,0.0782,7729,"{'male': 69.44, 'female': 30.56}","{'13-17': 11.97, '18-24': 21.13, '25-34': 18.31, '35-44': 8.45, '45-54': 23.24, '55+': 16.9}","{'USA': 23.9, 'Germany': 23.27, 'India': 22.01}","{'Chennai': 23.26, 'London': 23.26, 'Bangalore': 17.44}",-0.017
335,nano,5369,2379,3644,0.0925,496,"{'male': 52.38, 'female': 47.62}","{'13-17': 16.48, '18-24': 19.32, '25-34': 19.89, '35-44': 16.48, '45-54': 14.2, '55+': 13.64}","{'UAE': 26.26, 'UK': 23.23, 'USA': 20.2}","{'Chennai': 24.05, 'New York': 22.78, 'London': 18.35}",0.067
336,mid,176455,93549,164441,0.0264,4658,"{'male': 64.52, 'female': 35.48}","{'13-17': 17.65, '18-24': 20.17, '25-34': 28.57, '35-44': 9.24, '45-54': 16.81, '55+': 7.56}","{'India': 25.9, 'UAE': 25.9, 'UK': 20.86}","{'Delhi': 20.0, 'London': 17.84, 'Bangalore': 17.3}",0.076
337,micro,54397,24388,37502,0.0808,4395,"{'male': 15.22, 'female': 84.78}","{'13-17': 5.68, '18-24': 22.16, '25-34': 22.73, '35-44': 19.89, '45-54': 17.05, '55+': 12.5}","{'India': 28.7, 'Germany': 26.09, 'UK': 21.74}","{'Hyderabad': 23.87, 'Bangalore': 18.06, 'New York': 17.42}",0.139
338,mid,397709,203845,272845,0.061,24260,"{'male': 80.0, 'female': 20.0}","{'13-17': 14.55, '18-24': 24.24, '25-34': 18.18, '35-44': 12.12, '45-54': 18.18, '55+': 12.73}","{'UK': 34.31, 'UAE': 34.31, 'India': 14.71}","{'Mumbai': 17.9, 'Bangalore': 17.9, 'Delhi': 14.2}",0.115
339,mid,426158,209790,230541,0.0529,22543,"{'male': 30.19, 'female': 69.81}","{'13-17': 11.11, '18-24': 25.25, '25-34': 10.1, '35-44': 25.25, '45-54': 6.06, '55+': 22.22}","{'India': 33.33, 'Germany': 25.83, 'UK': 19.17}","{'London': 17.51, 'Bangalore': 17.05, 'Hyderabad': 16.13}",0.024
340,micro,44703,26345,42870,0.0467,2087,"{'male': 42.55, 'female': 57.45}","{'13-17': 26.4, '18-24': 23.2, '25-34': 4.8, '35-44': 21.6, '45-54': 12.8, '55+': 11.2}","{'Germany': 27.94, 'UAE': 23.53, 'UK': 19.85}","{'Chennai': 18.63, 'Kolkata': 17.39, 'London': 15.53}",0.159
341,micro,74214,41241,61845,0.0484,3591,"{'male': 20.59, 'female': 79.41}","{'13-17': 15.33, '18-24': 25.55, '25-34': 4.38, '35-44': 3.65, '45-54': 24.82, '55+': 26.28}","{'USA': 24.14, 'UAE': 22.41, 'Germany': 19.83}","{'New York': 17.99, 'Kolkata': 17.46, 'Chennai': 16.93}",0.026
342,micro,98429,56740,67611,0.0544,5354,"{'male': 60.78, 'female': 39.22}","{'13-17': 43.33, '18-24': 12.22, '25-34': 6.67, '35-44': 5.56, '45-54': 5.56, '55+': 26.67}","{'India': 23.85, 'USA': 23.85, 'UK': 23.85}","{'Delhi': 18.38, 'Hyderabad': 18.38, 'London': 16.18}",-0.009
343,mid,123168,73552,144462,0.0666,8202,"{'male': 45.9, 'female': 54.1}","{'13-17': 14.29, '18-24': 19.05, '25-34': 8.16, '35-44': 25.85, '45-54': 20.41, '55+': 12.24}","{'India': 29.27, 'UAE': 29.27, 'UK': 23.58}","{'Delhi': 23.57, 'Bangalore': 21.02, 'London': 17.83}",0.179
344,nano,7622,4183,8219,0.1174,894,"{'male': 23.81, 'female': 76.19}","{'13-17': 5.74, '18-24': 12.3, '25-34': 32.79, '35-44': 20.49, '45-54': 15.57, '55+': 13.11}","{'UAE': 25.26, 'UK': 23.16, 'India': 21.05}","{'Delhi': 17.41, 'New York': 16.07, 'Mumbai': 14.73}",-0.034
345,mid,297461,154803,183403,0.0561,16687,"{'male': 66.67, 'female': 33.33}","{'13-17': 10.0, '18-24': 11.82, '25-34': 9.09, '35-44': 28.18, '45-54': 35.45, '55+': 5.45}","{'USA': 24.0, 'UK': 24.0, 'India': 22.4}","{'Bangalore': 20.13, 'Delhi': 16.88, 'New York': 16.88}",0.166
346,mid,243344,98459,185454,0.0516,12556,"{'male': 82.22, 'female': 17.78}","{'13-17': 14.52, '18-24': 32.26, '25-34': 8.06, '35-44': 31.45, '45-54': 7.26, '55+': 6.45}","{'UK': 30.16, 'India': 20.63, 'USA': 19.84}","{'Bangalore': 19.59, 'London': 19.59, 'New York': 17.57}",0.02
347,nano,7974,3566,6962,0.0976,778,"{'male': 58.33, 'female': 41.67}","{'13-17': 23.57, '18-24': 12.86, '25-34': 16.43, '35-44': 23.57, '45-54': 13.57, '55+': 10.0}","{'India': 31.45, 'USA': 21.77, 'Germany': 21.77}","{'Hyderabad': 20.43, 'London': 18.82, 'Kolkata': 18.28}",-0.041
348,mega,3496387,1460883,2497845,0.0192,67130,"{'male': 50.0, 'female': 50.0}","{'13-17': 12.28, '18-24': 14.91, '25-34': 9.65, '35-44': 7.89, '45-54': 31.58, '55+': 23.68}","{'UAE': 36.73, 'India': 27.55, 'Germany': 15.31}","{'Bangalore': 20.21, 'New York': 18.65, 'London': 15.54}",-0.026
349,micro,86095,41967,53435,0.0806,6939,"{'male': 57.14, 'female': 42.86}","{'13-17': 3.91, '18-24': 6.25, '25-34': 25.0, '35-44': 14.84, '45-54': 31.25, '55+': 18.75}","{'India': 28.45, 'UAE': 20.69, 'USA': 19.83}","{'London': 23.08, 'Bangalore': 20.51, 'Mumbai': 19.87}",0.197
350,micro,53872,27153,48661,0.08,4309,"{'male': 34.21, 'female': 65.79}","{'13-17': 12.06, '18-24': 20.57, '25-34': 26.24, '35-44': 8.51, '45-54': 9.93, '55+': 22.7}","{'India': 25.32, 'UAE': 24.03, 'Germany': 20.78}","{'New York': 17.09, 'Chennai': 16.67, 'London': 16.24}",-0.029
351,micro,47745,20874,36978,0.0861,4110,"{'male': 48.39, 'female': 51.61}","{'13-17': 6.15, '18-24': 18.46, '25-34': 18.97, '35-44': 20.51, '45-54': 20.0, '55+': 15.9}","{'UAE': 43.18, 'USA': 22.73, 'Germany': 15.91}","{'Bangalore': 23.26, 'Hyderabad': 16.86, 'Delhi': 13.95}",0.03
352,micro,96591,54336,94557,0.03,2897,"{'male': 25.71, 'female': 74.29}","{'13-17': 3.92, '18-24': 22.88, '25-34': 15.69, '35-44': 15.03, '45-54': 21.57, '55+': 20.92}","{'USA': 25.77, 'Germany': 22.68, 'India': 21.65}","{'London': 21.91, 'Kolkata': 19.1, 'Chennai': 16.85}",0.123
353,mid,370107,157153,157298,0.037,13693,"{'male': 50.65, 'female': 49.35}","{'13-17': 24.6, '18-24': 8.73, '25-34': 15.87, '35-44': 14.29, '45-54': 16.67, '55+': 19.84}","{'USA': 50.65, 'Germany': 15.58, 'UK': 12.99}","{'Kolkata': 24.62, 'Chennai': 17.69, 'New York': 15.38}",0.147
354,mid,121297,52054,55910,0.0212,2571,"{'male': 57.14, 'female': 42.86}","{'13-17': 17.86, '18-24': 20.54, '25-34': 14.29, '35-44': 16.96, '45-54': 17.86, '55+': 12.5}","{'UK': 32.71, 'Germany': 28.97, 'India': 16.82}","{'Hyderabad': 18.75, 'London': 17.79, 'Mumbai': 15.38}",0.095
355,nano,7746,4261,6733,0.0518,401,"{'male': 40.68, 'female': 59.32}","{'13-17': 6.06, '18-24': 9.7, '25-34': 21.21, '35-44': 21.82, '45-54': 18.79, '55+': 22.42}","{'USA': 37.5, 'UAE': 23.08, 'India': 20.19}","{'Mumbai': 16.89, 'Hyderabad': 15.53, 'Chennai': 15.07}",-0.008
356,micro,67046,32895,60327,0.0919,6161,"{'male': 31.58, 'female': 68.42}","{'13-17': 13.91, '18-24': 7.28, '25-34': 11.26, '35-44': 22.52, '45-54': 19.21, '55+': 25.83}","{'Germany': 34.78, 'UK': 30.43, 'UAE': 17.39}","{'Mumbai': 24.16, 'Hyderabad': 22.15, 'Kolkata': 14.77}",0.073
357,macro,967618,465594,641793,0.0155,14998,"{'male': 66.67, 'female': 33.33}","{'13-17': 23.33, '18-24': 11.33, '25-34': 18.67, '35-44': 17.33, '45-54': 20.0, '55+': 9.33}","{'India': 27.07, 'Germany': 20.3, 'USA': 19.55}","{'Delhi': 16.89, 'Chennai': 16.44, 'Kolkata': 15.07}",0.122
358,mid,160062,81425,111301,0.0587,9395,"{'male': 77.42, 'female': 22.58}","{'13-17': 21.62, '18-24': 16.22, '25-34': 18.24, '35-44': 13.51, '45-54': 8.11, '55+': 22.3}","{'India': 27.59, 'UAE': 27.59, 'USA': 23.28}","{'London': 22.08, 'Hyderabad': 17.53, 'New York': 14.94}",0.122
359,mid,149291,61417,73592,0.0407,6076,"{'male': 68.29, 'female': 31.71}","{'13-17': 16.24, '18-24': 24.79, '25-34': 15.38, '35-44': 9.4, '45-54': 4.27, '55+': 29.91}","{'UK': 34.44, 'USA': 22.22, 'Germany': 20.0}","{'Delhi': 20.43, 'Chennai': 15.05, 'Kolkata': 14.52}",0.032
360,macro,709894,307534,348903,0.0106,7524,"{'male': 27.27, 'female': 72.73}","{'13-17': 13.67, '18-24': 18.71, '25-34': 7.19, '35-44': 27.34, '45-54': 18.71, '55+': 14.39}","{'Germany': 36.36, 'UK': 19.32, 'India': 18.18}","{'Delhi': 24.1, 'Hyderabad': 18.07, 'Bangalore': 13.86}",0.062
361,mega,4153042,1977035,2311709,0.0091,37792,"{'male': 77.08, 'female': 22.92}","{'13-17': 9.23, '18-24': 18.46, '25-34': 28.46, '35-44': 7.69, '45-54': 23.08, '55+': 13.08}","{'Germany': 38.14, 'USA': 20.62, 'UK': 18.56}","{'London': 22.22, 'Bangalore': 18.89, 'Hyderabad': 17.78}",0.067
362,mid,208352,123895,135748,0.0579,12063,"{'male': 33.9, 'female': 66.1}","{'13-17': 16.04, '18-24': 23.58, '25-34': 29.25, '35-44': 4.72, '45-54': 16.98, '55+': 9.43}","{'UK': 40.7, 'Germany': 23.26, 'India': 19.77}","{'New York': 25.22, 'Chennai': 19.13, 'Mumbai': 13.91}",0.183
363,nano,9877,5873,9437,0.114,1125,"{'male': 33.33, 'female': 66.67}","{'13-17': 7.96, '18-24': 27.43, '25-34': 19.47, '35-44': 18.58, '45-54': 5.31, '55+': 21.24}","{'USA': 29.6, 'Germany': 26.4, 'UK': 18.4}","{'Mumbai': 19.07, 'Chennai': 18.56, 'Hyderabad': 17.53}",-0.036
364,mid,111776,64052,85123,0.0287,3207,"{'male': 52.5, 'female': 47.5}","{'13-17': 6.11, '18-24': 25.95, '25-34': 27.48, '35-44': 9.16, '45-54': 19.85, '55+': 11.45}","{'Germany': 26.76, 'India': 25.35, 'UK': 18.31}","{'Bangalore': 18.79, 'New York': 18.18, 'Kolkata': 16.36}",0.137
365,macro,860818,377218,424479,0.0332,28579,"{'male': 32.2, 'female': 67.8}","{'13-17': 21.48, '18-24': 5.37, '25-34': 24.83, '35-44': 20.81, '45-54': 24.16, '55+': 3.36}","{'India': 23.84, 'USA': 23.18, 'Germany': 21.85}","{'London': 18.97, 'New York': 17.82, 'Mumbai': 12.64}",0.171
366,macro,934656,450448,801808,0.0432,40377,"{'male': 64.29, 'female': 35.71}","{'13-17': 20.93, '18-24': 20.16, '25-34': 7.75, '35-44': 7.75, '45-54': 27.13, '55+': 16.28}","{'USA': 31.09, 'Germany': 30.25, 'UAE': 16.81}","{'Kolkata': 20.97, 'Chennai': 17.74, 'Mumbai': 17.2}",0.016
367,micro,72917,42201,70029,0.0441,3215,"{'male': 57.58, 'female': 42.42}","{'13-17': 20.34, '18-24': 11.02, '25-34': 9.32, '35-44': 11.86, '45-54': 15.25, '55+': 32.2}","{'USA': 33.65, 'UAE': 22.12, 'UK': 20.19}","{'Kolkata': 21.97, 'Chennai': 19.65, 'Delhi': 15.03}",0.136
368,mega,2819938,1388536,2497269,0.0143,40325,"{'male': 50.0, 'female': 50.0}","{'13-17': 16.48, '18-24': 16.48, '25-34': 10.99, '35-44': 26.37, '45-54': 21.98, '55+': 7.69}","{'USA': 32.76, 'India': 23.28, 'UAE': 22.41}","{'Delhi': 21.91, 'Mumbai': 20.79, 'Kolkata': 16.85}",-0.018
369,mid,220212,116674,166242,0.05,11010,"{'male': 51.61, 'female': 48.39}","{'13-17': 24.84, '18-24': 9.8, '25-34': 21.57, '35-44': 17.65, '45-54': 11.76, '55+': 14.38}","{'USA': 35.58, 'India': 28.85, 'Germany': 18.27}","{'London': 21.71, 'Kolkata': 19.08, 'Delhi': 14.47}",0.076
370,micro,55437,29922,37761,0.0839,4651,"{'male': 34.0, 'female': 66.0}","{'13-17': 25.49, '18-24': 15.69, '25-34': 18.3, '35-44': 14.38, '45-54': 18.95, '55+': 7.19}","{'Germany': 32.79, 'UAE': 29.51, 'UK': 18.85}","{'New York': 16.46, 'London': 14.81, 'Hyderabad': 14.4}",-0.016
